bankruptid;startdate
267286;2019-05-23
267292;2019-05-23
267296;2019-05-23
267322;2019-05-23
267325;2019-05-23
267352;2019-05-23
267364;2019-05-23
267382;2019-05-23
267414;2019-05-23
267417;2019-05-23
267433;2019-05-23
267439;2019-05-23
267465;2019-05-23
267469;2019-05-23
267476;2019-05-23
267509;2019-05-24
267526;2019-05-23
267531;2019-05-23
267574;2019-05-24
267603;2019-05-24
267618;2019-05-24
267656;2019-05-24
267751;2019-05-24
267755;2019-05-24
267827;2019-05-24
267904;2019-05-24
267906;2019-05-24
267934;2019-05-25
267953;2019-05-25
267961;2019-05-25
268013;2019-05-26
268120;2019-05-27
268176;2019-05-27
268242;2019-05-27
268243;2019-05-27
268260;2019-05-27
268269;2019-05-27
268326;2019-05-27
268330;2019-05-27
268336;2019-05-27
268390;2019-05-27
268488;2019-05-27
268537;2019-05-28
268539;2019-05-28
268559;2019-05-28
268589;2019-05-28
268639;2019-05-28
268670;2019-05-28
268692;2019-05-28
268712;2019-05-28
268731;2019-05-28
268809;2019-05-29
268817;2019-05-29
268831;2019-05-29
268848;2019-05-29
268872;2019-05-29
268877;2019-05-29
268938;2019-05-29
268989;2019-05-29
269012;2019-05-29
269082;2019-05-29
269091;2019-05-29
269142;2019-05-30
269179;2019-05-30
269200;2019-05-30
269211;2019-05-30
269228;2019-05-30
269268;2019-05-30
269297;2019-05-30
269303;2019-05-30
269312;2019-05-30
269325;2019-05-30
269407;2019-05-30
269438;2019-05-30
269467;2019-05-30
269473;2019-05-30
269494;2019-05-30
269495;2019-05-30
269498;2019-05-30
269502;2019-05-31
269579;2019-05-31
269584;2019-05-31
269683;2019-05-31
269684;2019-05-31
269750;2019-05-31
269791;2019-05-31
269811;2019-05-31
269834;2019-05-31
269841;2019-05-31
269846;2019-05-31
269898;2019-06-01
269902;2019-06-01
269954;2019-06-02
269958;2019-06-02
269959;2019-06-02
269960;2019-06-02
270022;2019-06-03
270045;2019-06-03
270093;2019-06-03
270099;2019-06-03
270116;2019-06-03
270134;2019-06-03
270148;2019-06-03
270149;2019-06-03
270152;2019-06-03
270159;2019-06-03
270178;2019-06-03
270226;2019-06-03
270241;2019-06-03
270264;2019-06-03
270280;2019-06-03
270282;2019-06-03
270317;2019-06-03
270330;2019-06-03
270360;2019-06-03
270363;2019-06-03
270371;2019-06-03
270375;2019-06-03
270382;2019-06-03
270387;2019-06-03
270391;2019-06-03
270440;2019-06-03
270471;2019-06-04
270491;2019-06-04
270565;2019-06-04
270567;2019-08-14
270581;2019-06-04
270655;2019-06-04
270656;2019-06-04
270662;2019-06-04
270676;2019-06-04
270677;2019-06-04
270680;2019-06-04
270736;2019-06-05
270752;2019-06-05
270780;2019-06-05
270800;2019-06-05
270852;2019-06-05
270866;2019-06-05
270879;2019-06-05
270909;2019-06-05
270924;2019-06-05
270973;2019-06-05
270975;2019-06-05
270996;2019-06-05
270998;2019-06-05
271094;2019-06-06
271111;2019-06-06
271117;2019-06-06
271165;2019-06-06
271181;2019-06-06
271183;2019-06-06
271207;2019-06-06
271211;2019-06-06
271252;2019-06-06
271254;2019-06-06
271265;2019-06-06
271277;2019-06-06
271292;2019-06-06
271313;2019-06-06
271344;2019-06-06
271402;2019-06-07
271406;2019-06-07
271410;2019-06-07
271446;2019-06-07
271471;2019-06-07
271484;2019-06-07
271489;2019-06-07
271492;2019-06-07
271549;2019-06-07
271595;2019-06-07
271603;2019-06-07
271631;2019-06-07
271646;2019-06-07
271649;2019-06-07
271677;2019-06-08
271703;2019-06-08
271712;2019-06-08
271713;2019-06-08
271720;2019-06-08
271721;2019-06-08
271747;2019-06-09
271749;2019-06-09
271755;2019-06-09
271762;2019-06-09
271785;2019-06-09
271801;2019-06-10
271812;2019-06-10
271842;2019-06-10
271926;2019-06-10
271966;2019-06-10
272006;2019-06-10
272067;2019-06-10
272076;2019-06-10
272109;2019-06-10
272213;2019-06-11
272226;2019-06-11
272234;2019-06-11
272267;2019-06-11
272299;2019-06-11
272307;2019-06-11
272320;2019-06-11
272328;2019-06-11
272338;2019-06-11
272342;2019-06-11
272357;2019-06-11
272384;2019-06-11
272479;2020-01-29
272536;2019-06-13
272565;2019-06-13
272725;2019-06-13
272742;2019-06-13
272751;2019-06-13
272753;2019-06-13
272764;2019-06-13
272816;2019-06-13
272821;2019-06-13
272866;2019-06-13
272899;2019-06-14
272928;2019-06-14
272931;2019-06-14
273038;2019-06-14
273040;2019-06-14
273112;2019-06-14
273184;2019-06-15
273203;2019-06-16
273236;2019-06-16
273241;2019-06-16
273252;2019-06-16
273254;2019-06-16
273318;2019-06-17
273323;2019-06-17
273334;2019-06-17
273339;2019-06-17
273345;2019-06-17
273372;2019-06-17
273406;2019-06-17
273514;2019-06-17
273538;2019-06-17
273539;2019-06-17
273541;2019-06-17
273557;2019-06-17
273616;2019-06-18
273678;2019-06-18
273713;2019-06-18
273753;2019-06-18
273813;2019-06-19
273822;2019-06-19
273825;2019-06-19
273828;2019-06-19
273897;2019-06-19
273942;2019-06-19
273946;2019-06-19
273992;2019-06-19
274001;2019-06-19
274006;2019-06-19
274049;2020-01-20
274088;2019-06-20
274096;2019-06-20
274156;2019-06-20
274260;2019-06-20
274314;2019-06-20
274337;2019-06-20
274345;2019-06-20
274378;2019-06-21
274421;2019-06-21
274433;2019-06-21
274461;2019-06-21
274487;2019-06-21
274514;2019-06-21
274522;2019-06-21
274552;2019-06-21
274564;2019-06-21
274566;2019-06-21
274587;2019-06-21
274621;2019-06-21
274623;2019-06-21
274740;2019-06-23
274782;2019-06-23
274844;2019-06-24
274983;2019-06-24
274986;2019-06-24
275009;2019-06-24
275019;2019-06-24
275033;2019-06-24
275053;2019-06-24
275067;2019-06-24
275132;2019-06-24
275140;2019-06-24
275142;2019-06-24
275200;2019-06-25
275233;2019-06-25
275281;2019-06-25
275303;2019-06-25
275315;2019-06-25
275347;2019-06-25
275352;2019-06-25
275372;2019-06-25
275375;2019-06-25
275401;2019-06-26
275417;2019-06-26
275442;2019-06-26
27546;
275506;2019-06-26
275591;2019-06-26
275600;2019-08-26
275622;2019-06-26
275671;2019-06-27
275718;2019-06-27
275719;2019-06-27
275722;2019-06-27
275742;2019-06-27
275750;2019-06-27
275762;2019-06-27
275802;2019-06-27
275833;2019-06-27
275870;2019-06-27
275899;2019-06-27
275941;2019-06-27
275959;2019-06-27
275961;2019-06-27
275965;2019-06-27
275968;2019-06-27
275970;2019-06-27
276003;2019-06-27
276056;2019-06-28
276085;2019-06-28
276101;2019-06-28
276187;2019-06-28
276211;2019-06-28
276221;2019-06-28
276226;2019-06-28
276251;2019-06-28
276253;2019-06-28
276262;2019-06-28
276274;2019-06-28
276275;2019-06-28
276298;2019-06-28
276307;2019-06-28
276319;2019-06-28
276360;2019-06-28
276368;2019-06-28
276403;2019-06-29
276411;2019-06-29
276414;2019-06-29
276428;2019-06-29
276463;2019-06-30
276482;2019-06-30
276486;2019-06-30
276503;2019-06-30
276601;2019-07-01
276622;2019-07-01
276655;2019-07-01
276666;2019-07-01
276697;2019-07-01
276700;2019-07-01
276712;2019-07-01
276719;2019-07-01
276724;2019-07-01
276779;2019-07-01
276850;2019-07-01
276855;2019-07-01
276863;2019-07-01
276881;2019-07-01
276898;2019-07-01
276928;2019-07-02
276972;2019-07-02
276990;2019-07-02
276992;2019-07-02
277038;2019-07-02
277044;2019-07-02
277062;2019-07-02
277080;2019-07-02
277109;2019-07-02
277113;2019-07-02
277204;2019-07-03
277221;2019-07-03
277226;2019-07-03
277242;2019-07-03
277247;2019-07-03
277265;2019-07-03
277298;2019-07-03
277410;2019-07-03
277425;2019-07-03
277438;2019-07-03
277462;2019-07-04
277477;2019-07-04
277485;2019-07-04
277504;2019-07-04
277511;2019-07-04
277514;2019-07-04
277570;2019-07-04
277585;2019-07-04
277607;2019-07-04
277610;2019-07-04
277635;2019-07-04
277639;2019-07-04
277667;2019-07-04
277752;2019-07-04
277814;2019-07-05
277831;2019-07-05
277840;2019-07-05
277913;2019-07-05
277938;2019-07-05
277998;2019-07-05
278017;2019-07-05
278024;2019-07-05
278030;2019-07-05
278031;2019-07-05
278041;2019-07-05
278044;2019-07-05
278073;2019-07-05
278085;2019-07-06
278112;2019-07-06
278119;2019-07-06
278126;2019-07-06
278185;2019-07-08
278223;2019-07-08
278244;2019-07-08
278245;2019-07-08
278293;2019-07-08
278300;2019-07-08
278310;2019-07-08
278323;2019-07-08
278335;2019-07-08
278353;2019-07-08
278374;2019-07-08
278386;2019-07-08
278392;2019-07-08
278396;2019-07-08
278441;2019-07-08
278462;2019-07-08
278474;2019-07-08
278509;2019-07-08
278563;2019-07-09
278571;2019-07-09
278574;2019-07-09
278587;2019-07-09
278618;2019-07-09
278641;2019-07-09
278674;2019-07-09
278680;2019-07-09
278698;2019-07-09
278712;2019-07-09
278718;2019-07-09
278722;2019-07-10
278768;2019-07-09
278798;2019-07-10
278833;2019-07-10
278859;2019-07-10
278923;2019-07-10
278962;2019-07-10
278976;2019-07-10
279008;2019-07-10
279014;2019-07-10
279020;2019-07-10
279080;2019-07-11
279107;2019-07-11
279118;2019-07-11
279150;2019-07-11
279201;2019-07-11
279228;2019-07-11
279263;2019-07-11
279301;2019-07-11
279357;2019-07-12
279398;2019-07-12
279410;2019-07-12
279451;2019-07-12
279468;2019-07-12
279477;2019-07-12
279543;2019-07-12
279587;2019-07-12
279610;2019-07-12
279616;2019-07-12
279664;2019-07-12
279906;2019-07-15
279911;2019-07-15
279960;2019-07-15
280003;2019-07-15
280019;2019-07-15
280033;2019-07-15
280041;2019-07-15
280049;2019-07-15
280132;2019-07-15
280137;2019-07-15
280160;2019-07-15
280223;2019-07-16
280274;2019-07-16
280343;2019-07-16
280370;2019-07-16
280413;2019-07-16
280460;2019-07-17
280521;2019-07-17
280534;2019-07-17
280553;2019-07-17
280573;2019-07-17
280586;2019-07-17
280637;2019-07-17
280743;2019-07-18
280749;2019-07-18
280778;2019-07-18
280794;2019-07-18
280842;2019-07-18
280877;2019-07-18
280917;2019-07-18
280950;2019-07-18
280999;2019-07-18
281087;2019-07-19
281114;2019-07-19
281214;2019-07-19
281230;2019-07-19
281238;2019-07-19
281306;2019-07-19
281315;2019-07-19
281323;2019-07-19
281339;2019-07-19
281348;2019-07-19
281384;2019-07-20
281414;2019-07-21
281486;2019-07-22
281505;2019-07-22
281541;2019-07-22
281564;2019-07-22
281606;2019-07-22
281639;2019-07-22
281706;2019-07-22
281714;2019-07-22
281773;2019-07-22
281779;2019-07-22
281782;2019-07-22
281784;2019-07-22
281789;2019-07-22
281807;2019-07-22
281809;2019-07-22
281815;2019-07-22
281860;2019-07-23
281948;2019-07-23
281965;2019-07-23
281978;2019-07-23
282018;2019-07-23
282042;2019-07-24
282063;2019-07-24
282065;2019-07-24
282069;2019-07-24
282084;2019-07-24
282089;2019-07-24
282092;2019-07-24
282106;2019-07-24
282137;2019-07-24
282190;2019-07-24
282200;2019-07-24
282228;2019-07-24
282241;2019-07-24
282266;2019-07-24
282353;2019-07-25
282427;2019-07-25
282431;2019-07-25
282436;2019-07-25
282511;2019-07-25
282552;2019-07-25
282612;2019-07-25
282615;2019-07-25
282620;2019-07-25
282630;2019-07-25
282648;2019-07-26
282682;2019-07-26
282702;2019-07-26
282749;2019-07-26
282761;2019-07-26
282839;2019-07-26
282884;2019-07-26
282907;2019-07-26
282918;2019-07-26
282930;2019-07-26
282990;2019-07-27
283001;2019-07-27
283056;2019-07-28
283062;2019-07-28
283082;2019-07-28
283083;2019-07-28
283169;2019-07-29
283199;2019-07-29
283220;2019-07-29
283256;2019-07-29
283262;2019-07-29
283270;2019-07-29
283294;2019-07-29
283300;2019-07-29
283309;2019-07-29
283313;2019-07-29
283314;2019-07-29
283333;2019-07-29
283392;2019-07-29
283399;2019-07-29
283409;2019-07-29
283455;2019-07-29
283476;2019-07-30
283526;2019-07-30
283538;2019-07-30
283547;2019-07-30
283583;2019-07-30
283631;2019-07-30
283640;2019-07-30
283666;2019-07-30
283699;2019-07-30
283707;2019-07-30
283711;2019-07-30
283763;2019-07-31
283777;2019-07-31
283794;2019-07-31
283811;2019-07-31
283827;2019-07-31
283850;2019-07-31
283860;2019-07-31
283867;2019-07-31
283881;2019-07-31
283885;2019-07-31
283893;2019-07-31
284010;2019-07-31
284029;2019-08-01
284046;2019-08-01
284063;2019-08-01
284123;2019-08-01
284239;2019-08-01
284287;2019-08-01
284302;2019-08-01
284314;2019-08-01
284331;2019-08-01
284339;2019-08-01
284358;2019-08-01
284378;2019-08-01
284387;2019-08-02
284396;2019-08-02
284474;2019-08-02
284488;2019-08-02
284492;2019-08-02
284541;2019-08-02
284607;2019-08-02
284639;2019-08-02
284645;2019-08-02
284650;2019-08-02
284660;2019-08-02
284676;2019-08-02
284695;2019-08-02
284708;2019-08-03
284712;2019-08-03
284731;2019-08-03
284737;2019-08-03
284747;2019-08-03
284811;2019-08-06
284848;2019-08-05
284859;2019-08-05
284875;2019-08-05
284893;2019-08-05
284941;2019-08-05
284962;2019-08-05
284983;2019-08-05
285019;2019-08-05
285066;2019-08-05
285082;2019-08-05
285110;2019-08-05
285120;2019-08-05
285150;2019-08-05
285164;2019-08-05
285179;2019-08-05
285196;2019-08-06
285205;2019-08-06
285209;2019-08-06
285211;2019-08-06
285215;2019-08-06
285220;2019-08-06
285236;2019-08-06
285275;2019-08-06
285290;2019-08-06
285302;2019-08-06
285376;2019-08-06
285471;2019-08-07
285488;2019-08-07
285538;2019-08-07
285545;2019-08-07
285555;2019-08-07
285563;2019-08-07
285567;2019-08-07
285568;2019-08-07
285582;2019-08-07
285605;2019-08-07
285646;2019-08-07
285654;2019-08-07
285693;2019-08-08
285733;2019-08-08
285737;2019-08-08
28575;
285770;2019-08-08
285809;2019-08-08
285814;2019-08-08
285826;2019-08-08
285852;2019-08-08
285861;2019-08-08
285895;2019-08-08
285926;2019-08-08
285954;2019-08-08
285955;2019-08-08
286028;2019-08-09
286030;2019-08-09
286064;2019-08-09
286073;2019-08-09
286079;2019-08-09
286091;2019-08-09
286116;2020-02-28
286198;2019-08-09
286225;2019-08-09
286246;2019-08-09
286271;2019-08-09
286311;2019-08-10
286352;2019-08-11
286369;2019-08-11
286396;2019-08-11
286516;2019-08-12
286517;2019-08-12
286572;2019-08-12
286634;2019-08-12
286648;2019-08-12
286658;2019-08-12
286674;2019-08-12
286724;2019-08-12
286728;2019-08-12
286729;2019-08-12
286740;2019-08-12
286757;2019-08-12
286789;2019-08-13
286798;2019-08-13
286821;2019-08-13
286844;2019-08-13
286864;2019-08-13
286881;2019-08-13
286889;2019-08-13
286915;2019-08-13
286917;2019-08-13
286919;2019-08-13
286931;2019-08-13
286962;2019-08-13
286990;2019-08-13
287007;2019-08-14
287013;2019-08-14
287016;2019-08-14
287098;2019-08-14
287119;2019-08-14
287394;2019-08-15
287404;2019-08-15
287436;2019-08-15
287473;2019-08-15
287509;2019-08-15
287524;2019-08-15
287576;2019-08-15
287677;2019-08-16
287684;2019-08-16
287823;2019-08-16
287830;2019-08-16
287833;2019-08-16
287847;2019-08-16
287856;2019-08-16
287882;2019-08-17
287923;2019-08-18
287937;2019-08-18
288019;2019-08-19
288106;2019-08-19
288107;2019-08-19
288132;2019-08-19
288168;2019-08-19
288198;2019-08-19
288215;2019-08-19
288217;2019-08-19
288244;2019-08-19
288368;2019-08-19
288374;2019-08-19
288385;2019-08-20
288460;2019-08-20
288473;2019-08-20
288509;2019-08-20
288520;2019-08-20
288664;2019-08-21
288680;2019-08-21
288687;2019-08-21
288733;2019-08-21
288762;2019-08-21
288816;2019-08-21
288824;2019-08-21
288832;2019-08-21
288845;2019-08-21
288856;2019-08-22
288942;2019-08-22
289025;2019-08-22
289027;2019-08-22
289031;2019-08-22
289033;2019-08-22
289034;2019-08-22
289049;2019-08-22
289064;2019-08-22
289076;2019-08-22
289101;2019-08-22
289102;2019-08-22
289110;2019-08-22
289149;2019-08-22
289273;2019-08-23
289293;2019-08-23
289304;2019-08-23
289336;2019-08-23
289389;2019-08-23
289404;2019-08-23
289406;2019-08-23
289422;2019-08-23
289471;2019-08-23
289496;2019-08-23
289512;2019-08-24
289514;2019-08-24
289612;2019-08-25
289615;2019-08-25
289618;2019-08-25
289638;2019-08-26
289661;2019-08-26
289686;2019-08-26
289706;2019-08-26
289716;2019-08-26
289728;2019-08-26
289732;2019-08-26
289761;2019-08-26
289763;2019-08-26
289782;2019-08-26
289804;2019-08-26
289867;2019-08-26
289884;2019-08-26
289925;2019-08-26
289961;2019-08-26
289984;2019-08-27
290000;2019-08-27
290003;2019-08-27
290123;2019-08-27
290144;2019-08-27
290148;2019-08-27
290164;2019-08-27
290192;2019-08-27
290222;2019-08-27
290372;2019-08-28
290381;2019-08-28
290382;2019-08-28
290451;2019-08-28
290487;2019-08-28
290518;2019-08-28
290537;2019-08-28
290587;2019-08-28
290595;2019-08-28
290627;2019-08-29
290655;2019-08-29
290671;2019-08-29
290688;2019-08-29
290706;2019-08-29
290710;2019-08-29
290749;2019-08-29
290777;2019-08-29
290785;2019-08-29
290786;2019-08-29
290803;2019-08-29
290831;2019-08-29
290855;2019-08-29
290859;2019-08-29
290872;2019-08-29
290876;2019-08-29
290879;2019-08-29
290914;2019-08-29
290932;2019-08-30
290978;2019-08-30
290987;2019-08-30
291004;2019-08-30
291011;2019-08-30
291043;2019-08-30
291059;2019-08-30
291066;2019-08-30
291075;2019-08-30
291092;2019-08-30
291108;2019-08-30
291213;2019-08-30
291236;2019-08-30
291253;2019-08-30
291274;2019-08-30
291296;2019-08-31
291357;2019-09-01
291369;2019-09-01
291390;2019-09-01
291410;2019-09-01
291436;2019-09-02
291518;2019-09-02
291536;2019-09-02
291627;2019-09-02
291676;2019-09-02
291757;2019-09-02
291818;2019-09-03
291860;2019-09-03
291888;2019-09-03
291936;2019-09-03
292015;2019-09-03
292039;2019-09-03
292072;2019-09-03
292151;2019-09-04
292167;2019-09-04
292189;2019-09-04
292213;2019-09-04
292214;2019-09-04
292223;2019-09-04
292241;2019-09-04
292275;2019-09-04
292293;2019-09-04
292313;2019-09-04
292360;2019-09-04
292445;2019-09-05
292451;2019-09-05
292491;2019-09-05
292500;2019-09-05
292501;2019-09-05
292504;2019-09-05
292539;2019-09-05
292543;2019-09-05
292547;2019-09-05
292558;2019-09-05
292624;2019-09-05
292647;2019-09-05
292668;2019-09-05
292707;2019-09-05
292832;2019-09-06
292849;2019-09-06
292876;2019-09-06
292882;2019-09-06
292946;2019-09-06
293002;2019-09-06
293088;2019-09-07
293115;2019-09-07
293122;2019-09-07
293152;2019-09-08
293189;2019-09-08
293250;2019-09-09
293322;2019-09-09
29336;
293423;2019-09-09
293444;2019-09-09
293450;2019-09-09
293464;2019-09-09
293518;2019-09-10
293530;2019-09-10
293536;2019-09-10
293539;2019-09-10
293553;2019-09-10
293608;2019-09-10
293628;2019-09-10
293659;2019-09-10
293660;2019-09-10
293673;2019-09-10
293780;2019-09-11
293878;2019-09-11
293880;2019-09-11
293903;2019-09-11
293941;2019-09-11
293988;2019-09-11
294040;2019-09-11
294076;2019-09-11
294186;2019-09-12
294208;2019-09-12
294255;2019-09-12
294285;2019-09-12
294288;2019-09-12
294319;2019-09-12
294360;2019-09-12
294379;2019-09-12
294399;2019-09-12
294443;2019-09-12
294462;2019-09-13
294511;2019-09-13
294662;2019-09-13
294674;2019-09-13
294693;2019-09-13
294740;2019-09-13
294751;2019-09-13
294791;2019-09-13
294804;2019-09-13
294959;2019-09-15
294961;2019-09-15
294986;2019-09-15
295075;2019-09-16
295124;2019-09-16
295130;2019-09-16
295154;2019-09-16
295158;2019-09-16
295175;2019-09-16
295184;2019-09-16
295242;2019-09-16
295256;2019-09-16
295293;2019-09-16
29532;2017-03-06
295336;2019-09-16
295355;2019-09-16
295391;2019-09-16
295398;2019-09-16
295512;2019-09-17
295573;2019-09-17
295578;2019-09-17
295595;2019-09-17
295741;2019-09-18
295752;2019-09-18
295774;2019-09-18
295777;2019-09-18
295778;2019-09-18
295797;2019-09-18
295806;2019-09-18
295841;2019-09-18
295844;2019-09-18
295851;2019-09-18
295874;2019-09-18
295875;2019-09-18
295911;2019-09-18
295926;2019-09-18
295929;2019-09-18
295943;2019-09-18
295959;2019-09-18
295960;2019-09-18
295971;2019-09-18
295993;2019-09-18
296042;2019-09-19
296056;2019-09-19
296076;2019-09-19
296097;2019-09-19
296121;2019-09-19
296139;2019-09-19
296146;2019-09-19
296152;2019-09-19
296185;2019-09-19
296216;2019-09-19
296234;2019-09-19
296238;2019-09-19
296260;2019-09-19
296272;2019-09-19
296280;2019-09-19
296290;2019-09-19
296301;2019-09-19
296319;2019-09-19
296325;2019-09-19
296345;2019-09-19
296392;2019-09-20
296447;2019-09-20
29646;2018-12-03
296463;2019-09-20
296625;2019-09-20
296634;2019-09-20
296658;2019-09-20
296687;2019-09-20
296701;2019-09-20
296762;2019-09-20
296790;2019-09-20
296794;2019-09-20
296854;2019-09-21
296861;2019-09-21
296876;2019-09-21
296892;2019-09-21
296896;2019-09-21
296924;2019-09-22
296939;2019-09-22
296952;2019-09-22
296975;2019-09-22
297000;2019-09-22
297073;2019-09-23
297085;2019-09-23
297119;2019-09-23
297142;2019-09-23
297205;2019-09-23
297259;2019-09-23
297288;2019-09-23
297310;2019-09-23
297337;2019-09-23
297373;2019-09-23
297414;2019-09-23
297415;2019-09-23
297440;2019-09-24
297497;2019-09-24
297583;2019-09-24
297685;2019-09-24
297698;2019-09-24
297722;2019-09-24
297736;2019-09-24
297739;2019-09-24
297809;2019-09-25
297815;2019-09-25
297818;2019-09-26
297844;2019-09-25
297863;2019-09-25
297917;2019-09-25
297934;2019-09-25
297981;2019-09-25
298009;2019-09-25
298011;2019-09-25
298014;2019-09-25
298036;2019-09-25
298039;2019-09-25
298077;2019-09-25
298124;2019-09-26
298152;2019-09-26
298216;2019-09-26
298241;2019-09-26
298269;2019-09-26
298335;2019-09-26
298359;2019-09-26
298361;2019-09-26
298379;2019-09-26
298385;2019-09-26
298434;2019-09-26
298468;2019-09-27
298470;2019-09-27
298476;2019-09-27
298516;2019-09-27
298522;2019-09-27
298526;2019-09-27
298554;2019-09-27
298576;2019-09-27
298628;2019-09-27
298640;2019-09-27
298641;2019-09-27
298682;2019-09-27
298686;2019-09-27
298740;2019-09-27
298753;2019-09-27
298796;2019-09-27
298808;2019-09-27
298858;2019-09-27
298860;2019-09-27
298880;2019-09-28
298913;2019-09-28
298930;2019-09-28
298942;2019-09-28
298994;2019-09-29
299086;2019-09-30
299110;2019-09-30
299135;2019-09-30
299138;2019-09-30
299175;2019-09-30
299190;2019-09-30
299231;2019-09-30
299244;2019-09-30
299252;2019-09-30
299258;2019-09-30
299295;2019-09-30
299338;2019-09-30
299409;2019-09-30
299443;2019-09-30
299444;2019-09-30
299466;2019-09-30
299488;2019-09-30
299526;2019-10-01
299553;2019-10-01
299579;2019-10-01
299589;2019-10-01
299654;2019-10-01
299731;2019-10-01
299794;2019-10-01
299812;2019-10-01
299826;2019-10-02
299851;2019-10-02
299858;2019-10-02
299868;2019-10-02
299877;2019-10-02
299882;2019-10-02
299898;2019-10-02
299928;2019-10-02
299942;2019-10-02
299980;2019-10-02
299997;2019-10-02
300005;2019-10-02
300027;2019-10-02
300059;2019-10-02
300079;2019-10-02
300086;2019-10-02
300134;2019-10-02
300158;2019-10-03
300212;2019-10-03
300240;2019-10-03
300248;2019-10-03
300251;2019-10-03
300255;2019-10-03
300297;2019-10-03
300301;2019-10-03
300361;2019-10-03
300370;2019-10-03
300387;2019-10-03
300395;2019-10-03
300404;2019-10-03
300458;2019-10-03
300479;2019-10-03
300585;2019-10-04
300606;2019-10-04
300645;2019-10-04
300663;2019-10-04
300698;2019-10-04
300716;2019-10-04
300739;2019-10-04
300764;2019-10-04
300819;2019-10-04
300820;2019-10-04
300826;2019-10-04
300833;2019-10-04
300845;2019-10-04
300864;2019-10-04
300878;2019-10-04
300882;2019-10-04
300883;2019-10-04
300887;2019-10-04
300892;2019-10-04
300914;2019-10-04
300967;2019-10-04
300995;2019-10-04
300998;2019-10-04
301034;2019-10-05
301045;2019-10-05
301069;2019-10-05
301107;2019-10-06
301112;2019-10-06
301119;2019-10-06
301161;2019-10-06
301178;2019-10-06
301197;2019-10-07
301241;2019-10-07
301242;2019-10-07
301290;2019-10-07
301296;2019-10-07
301340;2019-10-07
301354;2019-10-07
301365;2019-10-07
301371;2019-10-07
301390;2019-10-07
301391;2019-10-07
301408;2019-10-07
301414;2019-10-07
301415;2019-10-07
301421;2019-10-07
301464;2019-10-07
301479;2019-10-07
301537;2019-10-07
301541;2019-10-07
301560;2019-10-07
301568;2019-10-07
301577;2019-10-07
301579;2019-10-07
301604;2019-10-07
301615;2019-10-07
301639;2019-10-07
301687;2019-10-08
301733;2019-10-08
301737;2019-10-08
301759;2019-10-08
301797;2019-10-08
301828;2019-10-08
301846;2019-10-08
301850;2019-10-08
301853;2019-10-08
301854;2019-10-08
301855;2019-10-08
301876;2019-10-08
301879;2019-10-08
301923;2019-10-09
301982;2019-10-09
302010;2019-10-09
302012;2019-10-09
302021;2019-10-09
302060;2019-10-09
302079;2019-10-09
302119;2019-10-09
302170;2019-10-09
302192;2019-10-09
302213;2019-10-09
302386;2019-10-10
302410;2019-10-10
302426;2019-10-10
302448;2019-10-10
302458;2019-10-10
302460;2019-10-10
302461;2019-10-10
302483;2019-10-10
302488;2019-10-10
302510;2019-10-10
302522;2019-10-10
302546;2019-10-10
302554;2019-10-10
302555;2019-10-10
302564;2019-10-10
302566;2019-10-10
302664;2019-10-11
302684;2019-10-11
302719;2019-10-11
302749;2019-10-11
302758;2019-10-11
302763;2019-10-11
302772;2019-10-11
302793;2019-10-11
302800;2019-10-11
302807;2019-10-11
302813;2019-10-11
302860;2019-10-11
302888;2019-10-11
302915;2019-10-11
302952;2019-10-11
302962;2019-10-11
302977;2019-10-11
302984;2019-10-11
303053;2019-10-12
303058;2019-10-12
303061;2019-10-12
303070;2019-10-12
303084;2019-10-12
303089;2019-10-12
303104;2019-10-12
303109;2019-10-12
303126;2019-10-13
303149;2019-10-13
303207;2019-10-14
303219;2019-10-14
303222;2019-10-14
303309;2019-10-14
303328;2019-10-14
303368;2019-10-14
303380;2019-10-14
303463;2019-10-14
303503;2019-10-14
303523;2019-10-14
303596;2019-10-14
303613;2019-10-14
303636;2019-10-14
303639;2019-10-14
303666;2019-10-14
303669;2019-10-14
303677;2019-10-15
303705;2019-10-15
303724;2019-10-15
303762;2019-10-15
303810;2019-10-15
303898;2019-10-15
303901;2019-10-15
303924;2019-10-15
303935;2019-10-15
303950;2019-10-15
303952;2019-10-15
304032;2019-10-16
304088;2019-10-16
304207;2019-10-16
304241;2019-10-16
304255;2019-10-16
304293;2019-10-16
304322;2019-10-16
304329;2019-10-16
304346;2019-10-16
304347;2019-10-16
304355;2019-10-17
304425;2019-10-17
304448;2019-10-17
304465;2019-10-17
304473;2019-10-17
304475;2019-10-17
304534;2019-10-17
304539;2019-10-17
304541;2019-10-17
304546;2019-10-17
304588;2019-10-17
304591;2019-10-17
304620;2019-10-17
304664;2019-10-17
304690;2019-10-17
304700;2019-10-17
304706;2019-10-17
304729;2019-10-17
304732;2019-10-17
304781;2019-10-18
304789;2019-10-18
304799;2019-10-18
304830;2019-10-18
304858;2019-10-18
304878;2019-10-18
304887;2019-10-18
304924;2019-10-18
304927;2019-10-18
304939;2019-10-18
304966;2019-10-18
304990;2019-10-18
305025;2019-10-18
305026;2019-10-18
305032;2019-10-18
305038;2019-10-18
305095;2019-10-18
305117;2019-10-18
305180;2019-10-19
305184;2019-10-19
305195;2019-10-19
305243;2019-10-20
305274;2019-10-21
305300;2019-10-21
305345;2019-10-21
305377;2019-10-21
305397;2019-10-21
